sample,x,y
B,-0.12423,4.85636
B,-4.43179,-1.91049
B,-0.71593,3.78612
B,1.88279,-0.77986
B,-4.41365,3.24491
B,-3.91601,6.3377
B,-4.1921,6.30039
B,-3.0119,5.79213
B,-3.20215,4.77185
B,-4.69541,-1.92953
B,-5.79877,-5.38526
B,-6.26191,-5.54348
B,-5.0349,-5.5989
B,-4.94589,-2.57987
B,1.37087,7.03434
B,-3.83615,-6.57378
B,-4.37918,6.28528
B,-2.68503,4.22252
B,1.1201,-1.80761
B,-3.80527,4.27141
B,-4.90622,-4.85722
B,-0.45579,-0.10978
B,-3.23256,3.80558
B,-5.2742000000000004,-5.00349
B,-4.4579,-2.19867
B,-3.80616,2.85602
B,-5.85577,-6.47919
B,-4.10988,-6.15856
B,-5.00382,-1.82993
B,-4.07117,6.33574
B,-2.49278,-0.56166
B,-4.73302,1.60356
B,-4.38633,-4.91669
B,-4.85223,-1.73966
B,-6.15872,-5.94478
B,-3.76005,6.27657
B,-5.05903,-4.06966
B,-4.05295,-6.07127
B,-3.83539,4.10654
B,-4.22481,2.42447
B,-5.19074,-6.75714
B,-3.9887,6.18038
B,-5.70361,-6.26162
B,-3.5129,4.38246
B,5.56373,-0.06331
B,-1.03583,5.61437
B,-6.50754,-5.92183
B,-2.12248,1.45751
B,-5.03402,-2.54319
B,-2.69831,3.17548
B,-3.37219,-6.29571
B,-3.60822,-6.71197
B,-3.15739,4.55995
B,-4.58495,3.75376
B,2.74258,-7.54616
B,-2.93818,5.23084
B,-4.19329,-5.77667
B,-4.8759,-6.82963
B,-5.80736,-6.51717
B,-4.27896,-4.91188
B,-6.37548,-6.06249
B,-4.51415,4.98558
B,-5.11496,-6.39785
B,-5.03933,-3.84268
B,3.68487,0.02935
B,-3.41592,-4.75512
B,-3.86814,0.94941
B,-3.58008,4.85739
B,-0.51626,0.1849
B,-5.05927,-6.54297
B,4.95962,3.71115
B,-2.89891,4.53116
B,-4.60048,-6.0352
B,-3.91819,0.91491
B,4.47104,4.08413
B,5.28998,-4.72801
B,-5.01474,-4.78896
B,-4.0445,6.51336
B,-5.8557,-6.27184
B,-3.80313,-6.55511
B,-4.30594,4.56489
B,-3.12992,4.40641
B,-5.16418,-4.82508
B,-3.75565,-6.62761
B,-4.94291,-3.96945
B,-6.49676,-5.62451
B,1.10639,-8.00205
B,0.2353,-3.4326
B,0.80851,5.38308
B,1.68612,-0.31916
B,-5.06348,-4.88759
B,-3.95639,1.16096
B,-6.57859,-5.74309
B,-5.47186,-5.31346
B,-4.70519,3.9019
B,-2.59437,5.48857
B,-4.41771,3.82422
B,-4.64555,-4.03508
B,-6.36847,-5.60288
B,2.7088,-7.76143
B,-3.25303,3.42448
B,-4.78726,-6.61364
B,0.0097,-2.86616
B,-5.09341,3.76262
B,-6.1158,-6.29625
B,-3.12139,-3.91068
B,1.45823,4.89417
B,-5.79881,-5.2881
B,-4.16478,6.37403
B,-0.38415,0.37293
B,4.23499,-0.99174
B,-5.4491,-6.01474
B,-4.34379,-5.78059
B,-0.89722,2.59746
B,-1.57076,3.72199
B,-2.13949,1.72443
B,2.38563,-1.06386
B,-3.96281,1.89396
B,0.16865,-8.14339
B,-0.81901,-5.07364
B,-4.03688,-4.88174
B,-0.25996,1.2081
B,-3.4923,-0.13359
B,-6.48155,-5.2161
B,-6.04888,-5.98682
B,-4.36888,3.53098
B,-5.28513,-5.85382
B,-1.41062,1.70609
B,-0.28357,-3.28333
B,-2.4118,5.80292
B,-4.41171,-7.00847
B,-4.27832,-5.27497
B,-4.33179,5.86143
B,3.50141,-1.49944
B,-3.95879,6.46161
B,-4.5733,-5.93612
B,-5.17928,-4.71052
B,-4.32684,-4.86701
B,-4.56744,-6.56957
B,-4.21001,6.47075
B,-2.78089,2.24848
B,-5.18672,-3.66068
B,2.49179,-4.80032
B,-3.75214,-6.30888
B,-4.68729,5.51103
B,-3.74271,6.41317
B,-4.20629,2.08913
B,-4.44911,4.93357
B,-3.68047,-6.84368
B,-4.71258,-5.22048
B,-4.51229,-5.95063
B,-3.86177,1.37626
B,-4.44569,-4.81029
B,-4.5338,5.94431
B,-2.25587,5.85596
B,-4.46376,-4.6966
B,-2.80771,5.65372
B,-5.4463,-6.34089
B,-1.84813,5.25079
B,-4.36067,-5.75394
B,-6.1962,-5.21748
B,0.76894,5.17405
B,-5.47526,-5.45336
B,-4.04732,-5.54394
B,-4.30032,-0.68912
B,-4.26998,-5.05953
B,-4.61396,5.23316
B,-4.16702,2.15773
B,-4.13146,6.39142
B,-5.2584,-6.75514
B,-3.92192,3.54413
B,-4.36962,-0.71583
B,-3.39998,3.64523
B,-4.04571,-6.00823
B,-5.86555,-5.28517
B,3.1e-4,0.17714
B,1.53118,-2.00377
B,-4.36791,-5.57962
B,-4.88147,-3.10047
B,-6.38354,-5.31844
B,0.94555,-0.32146
B,3.96046,0.13857
B,-6.33051,-6.03596
B,-4.22438,-5.04212
B,-4.54462,-5.52799
B,6.57403,0.69676
B,-2.77002,-2.75672
B,2.14589,-1.22181
B,-6.30693,-6.15675
B,-4.44142,-5.34447
B,1.00744,5.734
B,-1.88399,3.86865
B,-6.54205,-5.46328
B,-4.14053,4.23603
B,5.18566,5.82483
B,-2.48773,0.25014
B,-0.60006,-5.8521
B,-5.16195,-4.30579
B,-4.33328,-5.61609
B,-3.62866,1.83961
B,-5.72054,-5.31788
B,-3.95174,4.25328
B,-2.54061,1.13497
B,-2.62748,-0.5457
B,-3.79377,5.64186
B,1.70924,5.84897
B,4.57578,1.12701
B,-5.61577,-5.34824
B,-3.73982,-6.73164
B,-2.91975,2.71137
B,-5.1274,4.11052
B,-1.94348,4.15533
B,-3.60924,3.79802
B,-4.65472,-2.28262
B,-4.38319,6.15674
B,-4.69792,4.14397
B,-6.40673,-5.93263
B,-4.47548,-5.58748
B,-4.42017,-4.52405
B,-3.93365,3.80155
B,-2.12904,1.58186
B,-5.97442,4.63872
B,-0.48166,0.86108
B,-3.74201,-0.07658
B,-3.58723,-6.75356
B,-0.56438,2.89177
B,-4.46563,-5.7378
B,-6.29163,4.42623
B,-4.49791,-0.80155
B,-3.91322,-6.56068
B,-3.9549,1.62236
B,-4.98964,-5.44393
B,-4.17029,-5.26972
B,-4.09175,1.44906
B,-3.91874,-6.10562
B,1.67979,-0.0983
B,-4.51082,6.23597
B,-3.76096,-6.50994
B,-4.19768,4.31853
B,-6.55655,-5.81255
B,-2.82949,5.36644
B,1.57072,2.93538
B,-5.65597,-5.5235
B,-5.39539,-5.3978
B,-4.62859,-5.39179
B,-4.42579,-6.61962
B,2.0577,-1.05445
B,-3.56137,-7.01061
B,-6.26268,-5.23662
B,-4.67401,-3.90248
B,-4.40714,-0.18866
B,-4.82443,-2.80597
B,-5.11308,-4.00925
B,-1.79698,3.89668
B,-3.78176,6.26069
B,-6.28217,4.3776
B,-4.31529,-5.8213800000000004
B,-4.0124,3.82162
B,-5.97122,-3.40119
B,-2.99564,4.00038
B,-4.03546,4.41638
B,-5.30802,-5.36799
B,2.83459,5.92887
B,1.51235,7.01452
B,-4.372,2.18761
B,2.66845,-0.3219
B,-3.68471,4.96074
B,-4.15268,-6.06351
B,-5.34794,2.44266
B,-6.19518,-6.10857
B,-3.68554,-6.84746
B,-4.02408,4.5041
B,-6.29372,-5.7138
B,-4.49338,-0.99147
B,-4.22524,-6.30397
B,-3.76571,5.37793
B,-5.83311,-5.28323
B,-5.33327,-5.90371
B,4.41606,3.25059
B,-3.99519,4.7313
B,-4.31639,-5.83348
B,0.11449,-1.754
B,-3.73642,2.35588
B,1.74992,-0.64186
B,-5.82659,-0.19312000000000001
B,-0.29956,0.72714
B,-5.08036,-4.04264
B,-6.11041,-5.66641
B,-6.39861,-6.06351
B,-0.53285,0.98494
B,-4.97489,-3.87476
B,-3.10015,3.22736
B,-0.37357,0.68053
B,-3.69577,-6.78603
B,-3.91789,-5.91418
B,-4.67314,-5.88502
B,-5.35192,-6.53734
B,-2.96632,-4.27615
B,3.19333,-4.45268
B,-2.16876,-0.0451
B,-4.23508,6.18905
B,-5.00744,-4.15074
B,2.48965,-7.53013
B,2.90209,-0.95127
B,-3.71135,3.57188
B,-4.893,-0.52081
C,-1.93491,-4.61267
C,6.00655,-1.48435
C,0.80768,-4.76484
C,3.50503,4.6323
C,-6.2436,4.41599
C,-5.237,-4.69591
C,3.7154,-4.14882
C,-3.42345,5.22323
C,-4.57941,6.14222
C,3.58607,-4.38628
C,-2.2784,1.98182
C,-6.0594,1.30352
C,-4.9594,-5.02929
C,-2.68214,-5.60267
C,-5.21778,-3.21011
C,5.63309,4.23037
C,-1.96199,1.52803
C,0.91057,3.30141
C,1.35448,-3.6145
C,-4.69629,-2.12779
C,4.74518,-4.6133
C,2.78881,-0.63239
C,6.62922,0.70633
C,4.30565,-1.09433
C,-5.92363,1.88048
C,-5.02859,-4.98334
C,-2.45637,-1.48642
C,5.55251,-5.1725
C,2.04656,2.31831
C,0.39035,-4.17081
C,6.36456,-1.45249
C,-1.55508,-1.0978
C,-0.8236,3.47844
C,-3.10232,-0.21565
C,-0.69091,-2.68505
C,3.0036,-7.80397
C,-5.96853,1.51942
C,-1.57345,3.58049
C,3.80267,-4.41575
C,-2.60204,0.90685
C,-7.22087,0.7073
C,3.61079,0.93709
C,-7.21227,-0.09197
C,-2.39836,-4.9443
C,-0.03882,-4.56659
C,1.18176,7.11877
C,2.84689,-4.72486
C,-1.87043,-4.80744
C,-2.42508,0.39834
C,-2.53413,0.64372
C,4.72025,-2.92581
C,0.82412,2.9062
C,-1.57202,-2.1326
C,-0.78764,2.04043
C,-0.97519,2.68685
C,5.6223,-0.3374
C,-2.53733,-3.17049
C,3.71152,-3.13522
C,-4.14211,2.09631
C,-0.87096,2.84924
C,4.39448,3.74257
C,0.90587,7.06581
C,-4.82542,-5.36796
C,4.48004,4.41379
C,0.92587,5.82473
C,-3.64442,5.26812
C,-1.17986,2.38353
C,-2.86538,4.09136
C,0.89054,6.55698
C,-4.55378,-1.9947
C,-4.86812,0.33561
C,1.67629,-5.53947
C,-7.28849,0.78733
C,-1.34608,4.30934
C,-5.26003,-2.06348
C,-0.21548,-4.92969
C,-3.41636,0.48452
C,-0.06159,-5.57455
C,-2.98444,-2.66041
C,-4.49794,-0.12616
C,0.1032,-2.04712
C,-2.57949,0.14004
C,1.57761,-2.177
C,-1.79966,0.57244
C,-2.21521,-3.73899
C,2.64561,-0.72205
C,-1.57941,2.74738
C,-0.14291,0.28917
C,-3.73687,-0.89607
C,5.24038,2.8253
C,-5.14918,-3.8865
C,3.2958,3.59858
C,-3.3909,-4.63438
C,6.54917,-1.13306
C,4.3393,-3.54045
C,-3.07438,1.24706
C,3.62435,-0.09681
C,6.93611,0.05069
C,0.59878,-1.64457
C,-5.18798,0.14402
C,4.90102,5.48554
C,-1.75812,5.04353
C,-6.41511,2.71797
C,-4.65017,0.30132
C,-5.24134,0.27559
C,-3.44119,0.7459
C,0.56713,1.78221
C,-2.79264,-4.48534
C,-0.67581,0.73429
C,3.49842,3.8534
C,4.00544,4.64919
C,4.95985,-2.37917
C,-2.88592,0.83867
C,-5.20096,-3.3195
C,-5.46086,-1.00531
C,-0.56996,0.14731
C,-4.68751,-2.68884
C,-0.2764,-2.07587
C,5.83271,-0.26191
C,-4.46665,-4.93577
C,0.68817,0.23139
C,2.74787,3.17621
C,2.22227,-7.59759
C,0.68561,-7.514
C,0.50443,-6.78725
C,-5.61417,-5.3473
C,3.74992,-6.07296
C,0.34216,2.27925
C,4.7361,-3.58358
C,5.92793,-1.45337
C,-1.63995,3.55288
C,0.9963,-4.96784
C,4.81327,5.3661
C,2.57931,2.84484
C,4.49753,-2.47698
C,-0.02938,-7.30416
C,6.25466,1.78698
C,5.51495,-0.6894
C,-6.51589,-0.29658
C,5.98861,-0.83974
C,-3.29564,-3.81535
C,-0.89878,-4.30289
C,-0.64732,1.31752
C,2.04061,-6.81411
C,-3.18594,1.33628
C,-3.64684,-0.47706
C,-1.23451,-0.32953
C,1.51051,-5.8803
C,6.769,0.08598
C,-4.25348,0.52138
C,-5.28981,0.44669
C,5.79623,1.22207
C,-4.41057,-0.31408
C,2.76072,2.95467
C,-4.47706,0.81024
C,0.84241,4.31623
C,-2.07168,2.33325
C,-4.81093,3.34894
C,-0.92863,-1.56821
C,4.32418,-4.14069
C,0.25144,-7.25966
C,-3.90644,-6.58378
C,-3.61464,2.44233
C,-1.95917,-2.19376
C,-1.12709,-5.10896
C,3.1929,4.6874
C,4.22431,0.4644
C,5.01628,-2.2947
C,-4.37185,6.35093
C,-3.93802,0.97163
C,-2.90029,1.22812
C,-4.58897,3.77662
C,-5.30487,-4.69678
C,6.24028,-0.78162
C,5.6879,1.53817
C,-4.26427,5.02987
C,-4.04335,-0.10657
C,-2.91981,-5.82945
C,-4.44163,-3.96883
C,0.88268,5.39482
C,-3.79977,-5.86568
C,-3.18575,3.73637
C,-7.56303,-1.81839
C,-5.01822,0.46368
C,-2.44842,0.91626
C,-6.30029,4.3926
C,6.04648,2.01079
C,-0.49417,-4.16306
C,-4.08303,-5.2725
C,-5.99181,0.1392
C,-5.64489,-5.36222
C,-4.6756,-5.61377
C,-2.4345,4.69374
C,0.52861,3.22363
C,1.61564,-1.66034
C,-2.7025,2.70135
C,4.37249,4.8683
C,-0.91214,-0.84198
C,0.55582,1.27946
C,1.48827,5.4334
C,1.62268,-4.66364
C,4.54407,-5.56044
C,0.8891,7.78397
C,-4.68152,-1.75069
C,2.15509,-4.64177
C,-7.82458,1.49513
C,-3.12236,-0.95451
C,0.57395,-0.76376
C,-1.40425,1.65363
C,-5.51301,0.01122
C,-1.54124,2.12705
C,-0.7829,-0.71861
C,2.95295,-1.12434
C,1.68887,-2.02546
C,-4.29462,-1.24354
C,2.17987,1.84719
C,-4.54146,-2.16811
C,5.59221,-1.24763
C,-7.71537,-1.63794
C,-1.05842,2.53458
C,-4.80915,-3.02173
C,0.09745,1.20902
C,-0.0753,-1.54284
C,-5.45272,0.39611
C,2.30723,-5.98667
C,-6.34945,-0.75385
C,5.11096,-4.97984
C,0.455,0.4317
C,2.51356,-1.55753
C,2.67261,-5.023
C,-6.16256,2.66065
C,6.07592,-0.45398
C,-6.07458,-1.36744
C,-2.47297,-3.67517
C,-5.49795,-5.34803
C,1.99033,-6.53139
C,3.25438,3.33312
C,-5.43752,-5.47313
C,-1.57327,-5.20601
C,4.03858,-3.78389
C,3.1048,-1.83741
C,-3.25323,-2.83351
C,-7.87193,0.1525
C,0.93239,2.58561
C,-1.85116,-3.37221
C,-6.7462,-1.27712
C,5.38686,-5.84233
C,0.93144,7.69366
C,-5.27995,0.78813
C,-1.02688,3.67749
C,-4.66049,-1.71664
C,-3.09404,4.82774
C,4.75832,2.04262
C,-3.90689,1.63029
C,5.24618,-5.17584
C,-4.85644,-4.86546
C,4.79885,-6.05457
C,-1.07316,2.09195
C,-5.21694,4.68047
C,5.71042,-0.20663
C,-2.3682,2.13348
C,-3.63959,-2.75135
C,0.74323,-3.73545
C,6.60294,-0.37355
C,-5.47171,3.21846
C,6.73843,-0.27674
C,-0.24682,-3.58109
C,-5.94911,3.78306
C,3.07884,1.34798
C,0.38931,-3.74623
C,2.8952,-4.7429500000000004
C,6.70617,0.06577
C,-2.80073,1.57952
C,2.34336,3.28193
C,3.8322600000000002,-0.89414
C,-0.02684,-6.91174
C,2.25932,2.67021
C,-6.18848,-5.77868
C,-0.76349,-5.29853
C,2.19607,1.75518
C,-3.77305,-6.74895
C,-1.87656,-3.50112
C,1.52515,-2.81371
C,-1.30121,-5.1154
C,-1.7972,3.68324
C,-5.70682,-1.60258
C,2.74858,-0.69411
C,3.29484,-4.6672
C,-1.51812,4.82128
C,3.18328,0.3726
C,3.247,4.62378
C,-0.0967,1.64452
C,4.25003,-5.72361
C,0.7967,0.07869
C,-5.2384,-5.42528
C,6.63758,0.41946
C,-2.38054,0.03703
C,-4.19135,-5.91161
C,-5.82689,-0.00852
C,6.09931,0.60302
C,2.65731,-7.58304
C,-3.08174,-0.53537
C,-2.48552,-4.05008
C,-4.73308,-4.53152
C,-0.77287,-5.34076
C,-2.57663,1.90303
C,-4.9658,-1.57836
C,4.00365,-3.52729
C,-5.14403,-1.64181
C,-2.63416,-5.53032
C,0.24361,-2.61417
C,-3.144,1.12869
C,7.11764,0.37338
C,5.10707,-2.46223
C,-6.47104,-0.55861
C,-4.75225,-2.97684
C,3.3291,2.05617
C,5.94119,0.95693
C,1.62871,-4.15578
C,-6.29265,-0.85981
C,-6.08705,4.21399
C,-1.54215,4.7362
C,1.82568,-6.4704
C,-2.87903,-3.00687
C,-4.5783,5.70984
C,-0.95428,-5.67417
C,-0.58963,1.02055
C,0.01882,-0.0468
C,-4.96382,-5.23118
C,-2.42501,-0.35384
C,3.73508,-3.38235
C,-0.90139,-5.27478
C,-3.25362,-1.05714
C,-4.26207,0.60776
C,-5.27754,-0.05089
C,-3.80696,-0.76242
C,-0.33995,-1.09618
C,-1.35088,-1.81271
C,-5.83251,-3.77011
C,-1.54838,-7.09257
C,-1.14801,1.51281
C,-3.5679,1.72511
C,-1.80773,2.55186
C,-5.71028,2.67977
C,-1.36684,-4.71293
C,4.11569,4.54662
C,-1.33082,0.45503
C,-5.7603,-0.65044
C,-5.83034,-0.0676
C,-5.68027,-0.01178
C,-6.58791,-3.47089
C,-2.70261,1.84802
C,-3.15121,5.08294
C,-1.79895,4.11837
C,5.48406,2.76542
C,-7.04112,-2.12543
C,-1.00338,-2.48148
C,-3.24237,3.77322
C,4.89702,-2.28484
C,-3.86953,1.5294
C,-2.67575,1.23354
C,-3.7246,1.10368
C,1.86061,-1.72868
C,1.68283,-2.54792
C,2.7708,5.42706
C,0.44924,0.04666
C,-5.12059,-4.63992
C,4.23579,4.6939
C,-5.73708,-2.83081
C,-7.03022,1.13173
C,-5.99814,1.45206
C,0.71513,-6.8812
C,-5.03554,-2.67976
C,3.42095,3.2735
C,-2.62919,5.29749
C,3.82065,-2.24657
C,-6.02506,-0.25084
C,3.69641,-4.44095
C,5.15329,-4.94378
C,0.19321,1.45256
C,4.11996,-3.87403
C,-6.15738,4.37659
C,4.32685,-3.37672
C,-0.27109,2.301
C,4.84213,-2.65651
C,4.16721,-4.67494
C,1.8827,-0.66287
C,-3.85279,1.09452
C,6.88366,0.32127
C,-1.60603,3.0184
C,1.17156,1.07127
C,-3.45429,-2.43552
C,0.02292,-1.8448
C,-5.91058,-1.43857
C,4.9902,0.27987
C,-0.2543,-3.10868
C,-3.03412,3.87281
C,6.85067,0.28445
C,-2.95848,-0.58749
C,-2.80906,1.14714
C,-0.05111,1.0692
C,0.90358,-5.08881
C,3.82211,4.09781
C,0.79947,-5.34256
C,-1.96767,5.07673
C,-5.16604,-3.42385
C,-2.66626,1.60502
C,5.87986,2.95415
C,-4.62385,0.63424
C,-1.16777,1.68866
C,-5.20716,3.45897
C,-4.12298,2.42145
C,-3.71355,-3.75845
C,-3.13567,-5.4627
C,-2.31012,-5.33828
C,-3.30188,0.98615
C,-2.92659,1.84592
C,-5.19596,-5.25154
C,-1.52345,-0.30702
C,5.11296,-5.01767
C,-2.94704,-5.80458
C,4.48125,4.89452
C,-7.653,1.4264
C,0.37929,-7.76131
C,1.16756,6.72695
C,-5.26478,-4.59098
C,-3.54104,-6.23183
C,6.27642,1.33776
C,-3.8352,6.20559
C,-4.74425,1.0921
C,-0.13406,-2.10839
C,1.02069,1.80959
C,-1.13308,2.42164
C,-4.52101,3.85987
C,1.38619,-3.7124
C,-6.41925,-3.13606
C,-2.99091,-5.96415
C,0.06235,-4.92631
C,-3.38181,0.32813
C,-1.23538,1.20604
C,-2.15259,-3.55562
C,-4.32819,1.25807
C,-0.55562,6.04321
C,1.58473,-0.1522
C,-2.21829,0.23864
C,-5.05455,-2.14252
C,-1.04844,-0.17987
C,-5.86631,-0.1212
C,1.57157,-3.91995
C,7.22573,1.30928
C,-1.54298,2.93435
C,-6.00364,-0.40909
C,-2.32637,1.50255
C,6.56534,-0.26004
C,-5.9628,-1.0435
C,3.29977,3.17556
C,-6.23248,-0.35914
C,4.87967,-4.21585
C,7.14347,-0.41762
C,3.93745,3.27269
C,-4.38832,6.1396
C,4.6784,-1.40662
C,4.14404,-3.57403
C,-1.51052,-1.07543
C,-5.37695,-2.90145
C,-5.82443,2.52282
C,-5.59304,-1.55508
C,7.20459,1.64462
C,1.88735,-3.84134
C,-2.79776,5.17098
C,-1.25872,3.23295
C,-4.24458,-0.42535
C,3.71021,4.04717
C,4.27848,2.93039
C,-1.7511,3.2189
C,6.10621,-1.17976
C,-1.52929,-2.66882
C,3.74756,-4.02402
C,6.92173,0.44484
C,-0.47215,0.96587
C,1.62592,-2.94941
C,-5.58188,-2.08264
C,-3.76811,0.68408
C,-5.09246,-4.1475
C,-4.96233,2.13987
C,-2.19699,-5.3288
C,6.4048,0.13779
C,-5.2628,0.04459
C,-6.16958,2.37406
C,5.01535,-2.20953
C,-4.03732,-2.50699
C,-3.12145,5.45879
C,-2.36231,1.91853
C,3.07829,4.20242
C,-2.11802,2.19155
C,5.13137,3.76836
C,-5.9434,-2.46393
C,-4.25964,-6.24721
C,-3.89432,3.5201
C,-5.29366,2.36515
C,0.01712,4.15785
C,1.35848,-4.30303
C,-6.3155,2.46037
C,-6.41196,-5.27497
C,-2.26227,2.15642
C,3.45913,-4.26132
C,-3.60259,-6.18386
C,-2.10164,5.45017
C,4.82416,-2.92777
C,-2.16351,3.01889
C,1.97345,-6.49971
C,-6.24693,-1.39043
C,-6.46286,-2.93416
C,0.68733,5.37866
C,-4.90413,0.54837
C,0.82,1.84739
C,-1.01642,0.00629
C,-4.572,-6.46089
C,-4.43248,-2.09766
C,-2.0308,1.48138
C,-0.72267,-0.22676
C,-3.40462,4.98049
C,-0.30693,4.21391
C,5.01296,-0.05075
C,-5.37341,0.09706
C,-1.84116,-0.68501
C,3.4326,-3.22758
C,-5.66686,-0.17459
C,5.64418,-0.71827
C,-3.70557,1.28896
C,1.79599,-3.93323
C,-3.29041,-5.08531
C,7.17756,-0.79468
C,0.61628,7.9967
C,-1.69707,4.96931
C,2.68933,5.27243
C,-1.24526,-3.80482
C,1.23857,-7.91559
C,-1.91076,1.21984
C,4.98242,-5.16644
C,-4.99112,-7.03842
C,-3.7294,6.2169
C,-5.61609,0.38022
C,6.70533,0.05793
C,6.39393,-0.62304
C,-2.22286,-0.10346
C,-0.17627,2.51531
C,-1.87077,0.08102
C,2.59685,-6.40077
C,-2.0247,2.6498
C,-5.0236,0.46734
C,-2.13296,-0.06807
C,-1.27175,1.19661
C,1.96176,-1.74141
C,-2.67685,-2.99223
C,-4.6985,-3.60263
C,-2.30385,0.93265
C,0.27454,1.22545
C,5.88106,-1.82461
C,-2.03487,3.82474
C,-2.2668,-0.5264
C,-6.39368,0.47749
C,-0.52855,0.92598
C,3.96338,-3.35628
C,0.26138,3.32758
C,-6.45436,-5.89099
C,-5.31931,2.8378
C,0.59582,-8.06652
C,-3.03528,-5.97863
C,-8.05853,0.84198
C,-5.10036,-0.50727
C,-0.94126,2.91915
C,-5.96224,2.77916
C,5.92579,2.38944
C,-8.30053,-0.37648
C,-4.94012,-3.96756
C,0.89505,3.49492
C,-5.00516,-5.38168
C,-0.90199,3.43916
C,-4.64973,2.1723
C,7.03433,1.55334
C,-0.63697,-4.42237
C,5.1468,-4.76697
C,-1.66196,-4.76606
C,1.49913,-6.71809
C,4.3725,3.63035
C,1.93564,1.19049
C,-2.38119,1.14094
C,-2.83828,-5.90398
C,-2.2898,-5.24991
C,-3.01655,-0.82687
C,-0.14628,-4.87901
C,-5.46373,1.30853
C,-4.7211,-4.65613
C,-3.97967,-6.85427
C,5.03598,2.33569
C,0.87273,-7.67716
C,3.89774,-0.93507
C,4.38506,-3.4742
C,-6.65954,-3.21364
C,3.38797,4.13832
C,5.07005,-4.44675
C,3.08804,-6.29108
C,1.8741,-0.80222
C,-0.17767,-2.05381
C,-1.22238,-2.97833
C,4.29605,-2.9588
C,5.43962,0.60722
C,-1.88305,1.49732
C,2.11784,4.0285
C,2.68585,5.31532
C,-1.23849,-4.9634
C,6.00951,-1.42474
C,-2.0827,-2.62586
C,1.16612,6.82851
C,1.94449,-3.28108
C,3.0063,-2.10657
C,-2.16817,-5.12484
C,2.49406,-4.6455
C,-6.0263,4.06669
C,5.83549,-0.66944
C,-5.22802,2.88341
C,-0.93148,5.53692
C,3.03187,-3.98381
C,6.85802,1.3331
C,7.15418,-0.10597
C,3.05841,-1.15149
C,3.04658,-6.72364
C,-3.16791,0.52004
C,4.61785,4.77925
C,-6.68798,1.98754
C,4.82026,-2.41195
C,-5.7772,-0.11627
C,-5.34263,-0.16886
C,-2.48782,3.32118
C,-1.55306,-4.84509
C,2.86953,-0.34415
C,4.86177,-2.90609
C,3.03911,-5.17441
C,1.18745,-5.28009
C,5.54569,-1.8825
C,1.07812,-6.33952
C,-3.49136,-4.62554
C,-6.33793,1.26757
C,1.87473,-6.42047
C,-5.6792299999999996,-0.01334
C,-2.10992,1.40267
C,-5.13577,0.37455
C,-3.89613,-1.09303
C,-0.19508,-3.4333
C,-4.32724,1.027
C,1.85578,-4.00644
C,-5.38617,-6.60379
C,-5.06292,-4.84499
C,6.20258,-1.53288
C,-5.5639,-0.02849
C,-3.71186,-6.69006
C,-3.15141,2.1411
C,5.18686,-2.25508
C,-1.11423,-2.05785
C,1.85879,1.28667
C,1.94874,-3.17431
C,-5.69891,1.45965
C,-4.40896,0.47498
C,-5.45621,2.18511
C,4.77811,5.27903
C,-1.23694,0.47678
C,3.67549,-0.09712
C,-4.25586,-0.53385
C,-1.75281,-5.15414
C,6.19374,-0.80144
C,2.50886,1.26904
C,-3.26493,1.08604
C,-1.7916,-2.2908
C,-1.40362,2.0622
C,-0.52146,-4.99796
C,-5.0732,-2.38517
C,2.57333,-0.95816
C,4.82925,-4.20802
C,-1.74342,2.64491
C,-4.42352,3.99467
C,4.776,-5.28563
C,-5.60216,0.00613
C,6.7332,-1.12815
C,-4.89267,-3.01939
C,1.13039,-8.00704
C,4.46907,4.64702
C,-4.97302,-4.44784
C,-4.84877,-4.71444
C,4.62175,-5.86679
C,-3.92517,1.25807
C,0.91238,-7.72559
C,4.4214,-3.47563
C,-5.21367,-5.34157
C,-0.83577,0.41166
C,-1.70221,1.31741
C,-2.46272,1.24804
C,-3.51508,-5.35374
C,-6.25509,-0.77378
C,5.41189,2.24572
C,0.7511,-0.40363
C,5.24248,-2.3486
C,2.25608,-3.04854
C,-3.51277,-6.15337
C,-6.09369,-0.73695
C,-3.66695,-4.69319
C,-3.32121,3.46279
C,2.59621,-4.23086
C,-5.18363,2.04379
C,6.46017,0.62676
C,7.11118,1.70189
C,-2.1791,2.16522
C,-5.37496,-0.16483
C,2.10199,-6.05704
C,-2.08079,-4.24751
C,7.14016,1.14024
C,2.7276,-7.63062
C,3.12365,-2.15538
C,4.35777,-3.09567
C,2.02785,2.77864
C,-4.39315,-3.45174
C,-4.98653,-1.74705
C,-0.90963,1.82891
C,6.15792,2.17449
C,-3.39895,0.65075
C,0.11959,4.40672
C,6.99461,-0.14699
C,-1.53177,-7.07227
C,-4.99589,3.17375
C,3.88676,-4.10829
C,-4.60036,-0.75518
C,1.09486,6.41012
C,-0.27733,-6.24252
C,-2.15226,3.16905
C,0.67469,-2.42129
C,-2.88717,4.50734
C,-1.78355,2.83468
C,1.3745,-2.08604
C,4.31206,-3.6687
C,-5.60297,-2.2664
C,-3.85399,-6.16172
C,-1.89436,2.81716
C,4.86342,5.41273
C,5.55302,-4.95527
C,-5.39845,-4.36628
C,-4.24837,0.4639
C,5.09715,0.85145
C,-2.83311,0.68102
C,0.52412,0.93588
C,0.87997,4.08447
C,3.22135,-6.76369
