sample,x,y
A,-5.83513,-0.24251
A,-5.56699,-0.1615
A,2.65355,-4.21286
A,-1.09568,2.17559
A,1.90951,-3.04615
A,2.59929,-2.13122
A,-0.81534,-2.82532
A,1.5775,-0.1661
A,3.3959,-4.70218
A,4.77022,-0.40796
A,3.77135,-4.62218
A,5.39377,-1.05406
A,6.85992,0.54153
A,0.32998,4.26411
A,-0.54156,-5.51032
A,2.63884,-3.83314
A,3.63672,-4.81125
A,-5.33509,1.66573
A,1.83282,-2.99521
A,7.26229,0.02835
A,-2.13115,2.53403
A,-0.80137,0.72075
A,-1.39177,5.80444
A,-0.28304,-7.08971
A,-1.75102,3.44607
A,-1.08262,1.89651
A,1.83139,-5.1273
A,-2.0568,4.28873
A,-0.75762,-4.43746
A,4.20596,-3.87597
A,3.7697600000000002,-4.72833
A,1.65658,-4.96793
A,-4.46944,3.56714
A,2.40918,-2.76182
A,5.61612,-1.43596
A,7.70579,-0.54438
A,3.16903,-1.2623
A,5.85244,2.28136
A,-0.17485,-2.21639
A,3.12443,-2.70785
A,3.71759,-3.88312
A,-1.96311,2.70185
A,-0.86802,2.88752
A,2.92677,-4.35281
A,-5.31008,-1.45625
A,-2.33729,-1.84517
A,-2.05584,0.34249
A,0.45636,-4.78235
A,4.18123,-2.74071
A,2.34439,-4.77214
A,4.54461,-3.12114
A,-1.95981,-3.8084
A,2.17453,-3.15241
A,2.68312,-1.9395
A,0.85231,-3.37887
A,-2.3483,-1.37366
A,-5.61995,1.88781
A,-5.6714,0.49737
A,2.97462,-3.86948
A,-4.28654,2.39682
A,2.02541,-3.36157
A,1.60616,-3.57228
A,1.97768,-4.63704
A,0.98055,-2.13828
A,1.95023,-4.16577
A,4.26645,-2.51386
A,3.9203,-2.86129
A,4.23365,-3.7814
A,2.10875,-3.26283
A,0.52348,-4.52709
A,-0.98247,-4.79251
A,0.42177,-3.14838
A,4.55679,-2.97068
A,6.94599,-1.42136
A,2.82064,-1.28348
A,2.40023,-4.60701
A,1.63599,-5.20664
A,-6.4722,2.50779
A,-4.07086,-0.0718
A,0.46024,5.23195
A,-0.86342,1.51646
A,7.37093,1.00059
A,-4.34666,3.68074
A,4.79811,-1.2228
A,6.28218,-1.13252
A,4.73815,-2.4178
A,1.43106,-5.69215
A,3.38604,-3.20191
A,1.47459,-6.032
A,-1.85598,5.61742
A,2.50412,-3.52194
A,-6.11234,-0.20766
A,3.25362,2.56784
A,3.83128,-3.30444
A,-4.76326,1.22455
A,6.42231,-1.84836
A,3.31169,-2.49032
A,3.18556,-2.15219
A,-1.78938,4.82765
A,-4.11773,-0.23319
A,-0.12972,-6.71599
A,5.12638,0.23144
A,-2.71571,5.12806
A,7.62438,-0.7794
A,2.32488,-3.83305
A,-1.49191,5.23908
A,5.77734,-1.95623
A,7.00757,-1.09917
B,-5.56399,-5.52803
B,-5.12241,4.3216
B,-5.20811,-6.86397
B,4.07996,4.15381
B,-3.68288,-6.76337
B,-4.34882,-5.70582
B,-0.34664,1.53594
B,-1.43098,-4.52664
B,-4.53366,-4.12881
B,-3.78545,-6.59652
B,-6.00405,-5.67509
B,-5.14878,-3.60941
B,-4.72146,-2.91399
B,-6.48166,-5.21238
B,-1.92108,-0.48154
B,-2.91348,-3.45267
B,3.53189,-0.29122
B,-4.76091,-6.1644
B,-4.70763,-3.41052
B,-4.63102,-3.61164
B,-6.23271,-6.195
B,-4.6426,-5.53086
B,-2.75213,-3.43453
B,-3.99957,-6.41338
B,-1.78773,0.64463
B,-0.24299,0.45506
B,4.25076,2.94701
B,-0.70465,-2.37929
B,-6.28963,-5.20125
B,-4.05617,-5.57297
B,-1.86427,1.60484
B,6.90528,4.0328
B,-1.13712,4.54432
B,-4.36111,3.94187
B,-3.18841,0.60199
B,-5.46711,-6.13279
B,-2.25267,-0.63507
B,-2.75732,4.28782
B,-1.40013,1.31168
B,-5.43147,-5.8381
B,-3.68918,-6.75477
B,-2.05714,0.96223
B,-5.84369,-5.62465
B,-0.14467,0.72604
B,-5.33666,-6.89372
B,1.49025,-5.52155
B,8.15552,2.41022
B,2.44183,-1.02429
B,-5.43105,-5.29372
B,-6.48031,-5.42267
B,-6.26919,-6.19732
B,-3.8571,-6.19944
B,-3.01727,-3.68461
B,-3.84483,-5.26446
B,-1.64795,1.48269
B,-6.01946,-6.12172
B,4.07971,0.14599
B,-3.5476,-6.34402
B,-6.30785,-5.21176
B,2.01955,-0.32852
B,-5.41649,-6.83723
B,-5.60839,-6.3893
B,-4.37411,-5.8348
B,-5.24122,-6.0534
B,-4.54672,4.99796
B,0.298,4.98942
B,1.95262,-1.70215
B,-6.5891,-5.55861
B,-3.14953,3.83573
B,-4.5906,-0.80468
B,-4.89911,-5.46748
B,-2.58441,5.08379
B,-4.2282400000000004,1.61731
B,-5.00629,-5.54172
B,-6.13068,-5.23091
B,-1.55202,5.72942
B,-3.36835,-5.50098
B,0.2761,0.60615
B,-3.77189,-6.20996
B,-5.64803,-5.50274
B,-2.68802,4.15526
B,-2.60264,0.54674
B,-0.95577,2.78112
B,-6.67584,-5.54446
B,-4.04974,-5.52347
B,-6.51399,-5.97334
B,3.84545,0.03747
B,-4.54279,-4.15206
B,-1.9916,3.434
B,-5.51352,-5.31987
B,-4.30765,4.48334
B,-6.12472,1.69061
B,-1.91488,-4.92173
B,-4.66091,-2.35057
B,-4.38913,-4.90505
B,-3.96574,-6.42458
B,-0.36041,3.7428
B,0.25363,-3.34273
B,-4.3828,-6.39276
B,-4.20429,-6.90348
B,-4.68219,-6.44344
B,-6.3503,-5.92401
B,-5.23011,1.38265
B,-5.33545,-0.09302
B,-4.54682,4.73991
B,-0.18893,1.32858
B,-2.00991,4.355
B,3.69522,0.28417
B,-6.09778,-5.32786
B,-4.25143,3.16559
B,-6.40517,-5.91166
B,-3.64761,-0.19808
B,-4.13466,3.57772
B,-4.90566,-5.67628
B,-5.54284,-5.54216
B,-2.16486,1.71141
B,-3.80055,3.62052
B,-4.44619,0.27089
B,2.08964,-7.4655
B,-5.26986,-6.47238
B,-5.6302,1.02942
B,-0.41549,-0.1766
B,-5.90392,-6.43442
B,-2.99414,-4.39261
B,-3.69182,4.95214
B,6.97537,3.37596
B,-3.61514,-6.72868
B,-3.7146,-4.04632
B,-5.82451,-5.28251
B,-4.60105,-2.53894
B,2.71938,-1.58247
B,5.40178,5.1697
B,-3.7379,-6.40029
B,-3.45023,-0.61197
B,-4.74975,0.84652
B,-4.84044,-5.69788
B,-5.52749,-6.01604
B,-6.27599,-5.20498
B,-5.06399,-3.64017
B,-5.22904,-6.3482
B,-3.61919,4.71599
B,-3.93291,-6.39804
B,-3.69726,-6.60417
B,-5.48407,-6.3469
B,-6.69001,-5.49907
B,-3.42365,6.10231
B,6.35098,-1.59798
B,-4.78539,-3.20653
B,-3.05973,1.08394
B,-3.77477,6.05673
B,-3.72257,3.21891
B,-3.65743,5.60847
B,-6.09681,-5.85188
B,-6.19681,-5.26031
B,-3.55016,-6.90096
B,3.19145,1.17766
B,-3.92225,-6.00206
B,-4.97028,-5.79111
B,-4.95379,-5.41062
B,-1.98142,5.84349
B,3.05837,0.34341
B,-5.44529,4.68461
B,-3.16622,4.24729
B,0.49982,0.09519
B,-5.54588,-6.23082
B,0.52683,0.00848
B,-2.91171,3.30611
B,-6.27931,-6.0514
B,3.5631,2.62278
B,-3.77943,4.23549
B,-5.06592,-5.04726
B,4.7095,3.23325
B,4.61134,3.93707
B,4.38652,3.65951
B,-3.95459,6.2064
B,-5.83998,-5.43624
B,-3.05477,2.60231
B,2.31907,0.39519
B,-2.65408,5.394
B,-4.67905,-5.67531
B,-5.36412,-6.18254
B,-5.64538,-5.59111
B,-2.86847,5.59885
B,-6.49771,-5.72873
B,-3.9551,6.4554
B,-1.67169,4.2255
B,0.41012,0.12275
B,3.5096,-0.71518
B,-3.24858,-6.22161
B,-3.17054,-5.03412
B,3.95008,-0.15751
B,-1.62628,4.39775
B,2.54649,-0.57181
B,0.99803,-4.59159
B,-4.27891,-5.74297
B,4.29813,3.24227
B,-6.65542,-5.37489
B,-4.89391,-4.21501
B,0.43592,1.79757
B,-1.54226,-5.62362
B,-3.72681,-6.68392
B,-4.61564,-0.67992
B,7.8652,2.59795
B,-6.53331,-5.63859
B,-1.2214,3.55529
B,-5.15601,-3.75856
B,1.11052,0.11802
B,-5.65903,-5.61622
B,-6.3605,-5.56316
B,-4.41281,3.65867
B,-6.23779,-6.14188
B,-4.82528,-4.04017
B,3.81564,0.70814
B,-3.20434,0.11334
B,-5.55524,-5.65977
B,-4.07638,-6.28152
B,-6.32862,-5.26163
B,-2.65953,-3.702
B,-3.61855,-6.93148
B,-4.55139,-2.96079
B,-3.72927,-6.73071
B,0.90095,-3.75069
B,-4.43437,-6.60599
B,-4.01561,3.95918
B,-4.57367,-4.37315
B,-3.65367,-6.71763
B,-3.83423,-6.66023
B,-5.01074,-6.17581
B,-4.47714,0.75605
B,-5.16981,-5.36269
B,-4.64442,-6.61451
B,3.18927,2.44791
B,-0.62074,3.73603
B,-3.18571,3.64951
B,-3.93498,-5.91971
B,-4.52772,-2.26382
B,-4.95313,-5.22866
B,-5.45089,-6.20095
B,-0.11542,-5.43947
B,-3.85105,-6.61291
B,-5.34977,-6.08831
B,-5.20017,-4.56896
B,-6.0629,-5.3229
B,-4.29488,3.08644
B,-3.50103,-6.68633
B,-4.42087,-5.66407
B,-6.08668,-6.26124
B,-3.76458,6.04358
B,-4.50085,-6.62315
B,-3.53267,-7.01715
B,-4.10735,-6.03167
B,-4.9149,4.02803
B,-3.55256,-6.99266
B,-4.52255,5.63292
B,-5.46205,-5.52843
B,-3.98275,-6.51029
B,-4.33275,6.30683
B,-4.22679,-6.14696
B,-0.66182,-2.06398
B,-4.74432,-5.67454
B,-5.82106,-5.31689
B,-5.29333,-4.81335
B,-6.4321,-6.00659
B,0.18659,-7.13403
B,-3.85637,6.42112
B,-4.65741,-4.05593
B,-4.09655,6.06279
B,-0.27683,-0.04872
B,-0.36786,2.52787
B,-3.72434,-6.61988
B,-6.64145,-5.48637
B,-3.93608,6.41271
B,-2.53195,1.82852
B,-2.86209,4.71066
B,-1.88668,3.40975
B,-4.62643,-6.11753
B,-3.60862,-6.94879
B,-3.69754,5.46169
B,-6.42388,-5.70939
B,-4.71688,-6.12912
B,-5.05053,3.70576
B,-1.53672,5.45067
B,-3.81123,3.8837
B,-5.64022,-6.40445
B,-4.34613,-6.10724
B,-3.74954,4.84949
B,-4.04012,-6.09445
B,-6.2889,-5.82474
B,-4.68341,-5.84342
B,-4.29963,-3.18686
B,-4.47515,-3.62108
B,-4.72178,-4.90934
B,2.3411,-4.24436
B,-4.31904,-4.83261
B,-5.11295,-4.30852
B,-4.43019,-0.45665
B,-3.70321,4.63757
B,-5.43482,-5.35083
B,-4.83601,-7.03438
B,-4.52593,-0.39331
B,-4.78576,-3.95564
B,0.03158,-4.66179
B,-2.25859,3.92336
B,-3.92134,-6.16384
B,-4.82952,-6.71234
B,-4.8785,-5.31825
B,-4.51963,-4.06534
B,-5.09261,-4.43249
B,-3.16657,-2.33487
B,-4.83922,-3.89102
B,-4.73784,-6.01406
B,-4.1385,4.89945
B,-6.68781,-5.37681
B,-4.62666,3.61017
B,-3.70616,5.08307
B,-5.26073,-4.62138
B,1.4459,0.05008
B,-4.82711,-6.95083
B,-5.43135,-5.49637
B,-4.96526,-3.53719
B,-4.61623,-2.90002
B,-5.36502,-6.31566
B,-4.34731,-4.75131
B,-3.69129,5.01218
B,-5.15898,-3.96255
B,-6.66915,-5.32596
B,-0.8944,3.48069
B,-4.21899,-5.90672
B,-5.02411,-4.833
B,-4.26721,6.39745
B,-3.82723,6.2774
B,-5.00252,-6.73918
B,-4.62724,-3.92871
B,-4.66379,-6.2319
B,-0.37057,1.42116
B,-6.4164,-5.67863
B,-0.20333,-2.79472
B,-5.32778,-5.33821
B,-3.88759,-4.13023
B,-3.06321,1.56499
B,3.1841,-1.51963
B,-4.88251,-4.87683
B,-6.13156,-5.50061
B,-6.24162,-5.60218
B,-4.57365,-6.6937
B,-4.49041,-3.87083
B,-1.03799,1.13766
B,-0.17345,-7.18022
B,-2.71781,5.50698
B,-5.44152,-5.70074
B,-5.06517,-4.63077
B,-4.16159,1.95348
B,-4.12701,-6.2985
B,-3.70688,6.40533
B,-5.2091,3.57811
B,-4.42321,3.8459
B,-2.00121,-4.198
B,-5.4486,-5.90081
B,-4.42421,4.94898
B,-5.84294,-5.78762
B,-3.00089,3.71007
B,-3.05341,4.31495
B,-0.19561,1.42802
B,-1.96336,-0.93157
B,-3.75916,6.01929
B,3.33659,-0.7285
B,-6.27087,-5.61534
B,-0.01109,-0.09219
B,-6.51319,-5.98154
B,0.95902,1.55899
B,-4.21738,-5.35765
B,-4.89719,-5.41303
B,-6.46372,-5.50353
B,4.75957,4.57165
B,-3.84182,2.80042
B,-3.94443,5.70103
B,-2.0857,3.84817
B,-6.34143,-5.24973
B,-6.15925,-5.29114
B,-5.02877,-5.98523
B,-0.64483,3.34967
B,-4.1127,-6.36016
B,-5.49523,-5.598
B,-0.08971,-4.83883
B,-4.5914,-4.01096
B,-4.72435,-6.57146
B,-5.97168,-1.05297
B,-3.57474,-0.29414
B,3.75969,0.85291
B,-5.67839,-6.08507
B,-4.23753,-5.92398
B,-4.92903,-3.8012
B,-4.82792,-6.13638
B,-5.03947,-5.18015
B,1.65845,-1.36729
B,-4.84899,-5.17949
B,-3.89988,5.41377
B,-3.51859,-2.02547
B,-4.02107,4.25592
B,1.72241,-0.29411
B,-1.09401,1.9359
B,-4.02518,0.66958
B,-6.44347,-5.88789
B,-4.38365,-4.8121
B,-5.73733,-5.66753
B,-4.36456,6.23865
B,-4.03445,-3.79886
B,0.86711,-0.31462
B,-4.50853,-4.37633
B,-3.63627,-6.37776
B,-4.64314,-5.34791
B,-0.13414,-3.78607
B,-3.9298,-6.194
B,-5.94065,-6.40213
B,3.1709,-0.52608
B,-4.48655,-2.55644
B,-0.0288,-5.13117
B,-3.74101,5.46169
B,-3.74516,-6.68403
B,7.80027,2.90161
B,6.38004,1.64471
B,-4.17152,-5.53843
B,-3.78088,5.91502
B,-5.87077,-5.34785
B,-5.06652,-3.58064
B,-4.03259,-5.7267
B,-4.26795,-6.26831
B,-2.23281,4.5876
B,-5.06924,-4.0537
B,-5.54801,-5.30197
B,1.85885,5.68931
B,0.8674,4.84373
B,-4.48585,4.976
B,-4.8981,-5.85497
B,-5.7648,-5.2911
B,-6.44373,2.57283
B,-3.26369,-1.028
B,-4.12403,4.04542
B,-3.85128,6.34609
B,-5.95864,-5.67226
B,-5.55064,-6.63944
B,-2.6438,-4.44013
B,2.68714,1.8474
B,-4.86317,-3.75306
B,-4.56541,-5.43701
B,-3.73956,4.33203
B,-4.17,-5.76753
B,-5.06402,-4.34987
B,-5.43806,-5.45364
B,-3.78783,6.39875
B,-4.12957,4.03484
B,6.24098,-1.84079
B,-4.27384,5.84806
B,2.95733,-0.35817
B,1.74071,-0.85279
B,-3.09241,3.06507
B,-5.13724,-3.0311
B,-4.53887,-5.97369
B,-6.08918,3.95592
B,-5.17584,-5.17477
B,3.02087,-6.68103
B,2.75917,-0.27901
B,0.29327,-1.69299
B,-2.87704,3.6359
B,-3.89187,4.0738
B,-2.84695,-0.90865
B,-3.59445,-3.01821
B,-5.19571,-5.34384
B,-4.57338,-3.17405
B,-5.41739,-5.2894
B,-4.01792,-5.7848
B,-3.25072,4.90271
B,3.77274,0.67085
B,-4.19924,-5.77573
B,-3.95466,6.41661
B,1.63205,-1.5078
B,2.12764,-5.73273
B,-4.58931,-3.25333
B,-4.60307,-5.53752
B,-5.2987,-6.1652
B,-3.76661,3.8181
B,-5.49427,-6.32582
B,0.29623,-2.85939
B,5.54869,0.04687
B,-6.45003,-5.95653
B,-4.39534,2.75304
B,-4.27073,6.41551
B,-5.24704,-6.50015
B,-3.79138,-6.6261
B,-2.23844,1.3449
B,1.65987,-4.65068
B,4.11627,-0.38649
B,-4.28282,-5.89594
B,4.17263,1.87975
B,-4.67705,-3.90533
B,-4.52636,-5.84522
B,-6.44879,-5.67869
B,0.49769,-7.11534
B,-6.43886,-6.00068
B,-5.45674,-5.46077
B,2.15963,-7.02201
B,-5.62641,-5.18014
B,-3.83252,4.51324
B,-1.62324,2.30384
B,-4.27983,5.88145
B,-4.50388,-4.54382
B,-5.67171,-6.46069
B,-6.5807,-5.59612
B,-2.83331,-1.61793
B,3.73875,1.05383
B,-3.71876,5.43097
B,-4.05752,5.27658
B,-3.11812,3.75459
B,-1.78586,-0.00458
B,-4.70186,-1.79008
B,-5.75658,-6.4215
B,-2.617,0.23864
B,-4.17314,5.90418
B,-0.8224,-4.51345
B,3.65055,0.26833
B,-3.9656,2.51137
B,-5.3991,-4.92498
B,-5.33132,-5.3193
B,-3.02495,-4.33869
B,-4.87373,-4.19676
B,-4.86552,-2.96039
B,-2.35258,-4.40787
B,6.26517,3.59779
B,-5.0494,-3.71656
B,-4.89541,-6.80954
B,-5.04245,-4.60916
B,-6.309,-5.27338
B,-4.08937,4.13812
B,-2.9705,2.56198
B,-4.2016,4.89345
B,-0.62758,3.7774
B,-3.80777,5.13053
B,0.77314,-4.56568
B,-4.65055,5.64847
B,-6.37162,-5.93826
B,-4.15128,5.98512
B,-4.08671,-5.88832
B,-5.59754,-5.81091
B,2.86474,-4.20795
B,-4.68669,-2.72637
B,4.52557,4.26505
B,-2.97033,5.15788
B,-5.26827,-5.33924
B,-5.91837,-6.3141
B,-6.34668,-5.66756
B,-0.57761,2.32636
B,-6.07515,-5.77032
B,-6.14385,-5.3703
B,-3.81172,5.04163
B,-2.72426,2.42525
B,3.82324,-0.71449
B,-4.39222,6.29894
B,2.18538,-1.14272
B,-4.09574,-6.11324
B,-5.03812,-2.64765
B,-4.36513,4.68516
B,-4.27529,-5.79672
B,-5.80921,-5.42903
B,5.19647,-0.36513
B,-5.04911,-4.92118
B,-6.4689,-5.64613
B,-5.48739,-5.76909
B,-6.44581,-6.01387
B,-5.02873,-2.75978
B,-4.5591,-4.81808
B,-4.30973,-5.46212
B,-3.4339,-5.01905
B,-3.03806,3.95696
B,-5.75987,-6.42497
B,-4.85843,-4.85477
B,-4.97024,-5.00219
B,-5.32246,-5.99239
B,-4.77891,-3.22496
B,-6.40629,-5.70361
B,-3.67108,2.39842
B,-3.73886,5.34242
B,-4.05799,-6.07478
B,-4.31223,6.40225
B,-4.65333,5.8105
B,-3.59098,6.1925
B,-5.25514,-6.9106
B,-0.99473,1.99316
B,1.69682,-6.84134
B,-6.16318,-5.35371
B,-5.74797,-5.35802
B,-2.05716,1.03056
B,-6.53183,-5.72044
B,-5.14922,-4.45727
B,-4.57169,-3.10757
B,-5.06048,-5.61129
B,0.29141,0.32754
B,-3.70268,3.86172
B,0.41689,5.1053
B,-1.09317,3.03931
B,-4.51773,-6.51443
B,-4.62265,-6.13132
B,-3.76962,-6.62516
B,-4.61031,5.95579
B,-4.9636,-6.32349
B,3.32888,-7.65447
B,-0.71323,1.32636
B,0.88907,-7.90524
B,-4.50161,-2.45069
B,-4.24169,-5.09059
B,-5.17767,4.49793
B,-4.68798,-5.7225
B,-3.71431,4.58435
B,-5.4616,-6.22186
B,-5.78211,-5.29966
B,-3.16192,3.81992
B,-3.41585,6.27266
B,-4.25426,-1.34422
B,-1.80155,3.85682
B,-4.4467,-5.55217
B,-0.31799,0.935
B,-6.0129,-5.72217
B,-4.16251,4.2647
B,-4.35992,-5.10071
B,-1.31251,-1.68879
B,-3.77808,6.08285
B,-4.82863,-1.27611
B,-3.7568,3.92747
B,-6.43784,-6.04554
B,-4.01401,-6.34369
B,-5.94534,-6.10601
B,-5.34035,-5.39033
B,0.5539,2.56304
B,-4.64217,5.33591
B,-3.59125,-6.972
B,0.74813,0.83532
B,-1.7087,1.90583
B,-5.13074,-4.4929
B,1.02171,-0.27174
B,-6.30904,-6.09905
B,-4.13195,2.04685
B,-4.52818,-4.67171
B,-5.69797,-5.42506
B,-1.9934,5.22473
B,-0.98836,5.09612
B,-5.18372,-5.90115
B,3.05447,-0.33014
B,-5.42283,-5.41148
B,1.0848,5.26743
B,0.18229,2.88121
B,-2.88749,2.72416
B,-5.88445,-6.46998
B,-4.65614,-5.9538
B,-3.68848,5.91676
B,-6.40216,-5.64942
B,-5.48858,-5.31934
B,-4.82043,-4.66896
B,-4.99418,-4.26284
B,-1.98294,-2.10789
B,-3.62121,-6.661
B,-3.19594,5.02761
B,-4.7617,-6.94366
B,-4.61347,-1.29232
B,-3.86129,6.3251
B,-3.85523,1.81291
B,-4.10208,6.4592
B,-4.62882,-2.66966
B,-3.73528,4.63192
B,-5.26655,-6.60965
B,-3.80704,3.59938
B,-3.91079,-6.04771
B,-4.89843,-5.48156
B,-5.97051,-5.28482
B,1.68573,1.72354
B,-4.88555,3.83998
B,-4.65138,-6.63223
B,-5.35772,-5.3169
B,-5.88483,-5.68332
B,-3.13126,3.74135
B,-3.66373,-6.81671
B,1.5271,-0.91764
B,-5.26137,-5.49451
B,-5.25592,-4.63786
B,-5.17449,-4.81447
B,-1.69105,3.86594
B,-3.49194,-1.1744
B,-5.59992,-6.40996
B,-0.31244,3.07802
B,-4.34256,-5.95689
B,1.0543,-1.62438
B,-3.8993,6.37753
B,-6.65745,-5.51212
B,-5.39185,-6.53612
B,-4.493,-4.81618
B,-4.33217,-4.99274
B,-4.08342,-6.07918
B,5.25436,-2.66727
B,-2.35118,3.58119
B,1.90551,-6.7578
B,-4.47981,-2.48601
B,-4.72741,4.6108
B,-0.10476,-6.06587
B,-6.17858,-5.2689
B,-6.46134,-5.53127
B,2.18326,0.68146
B,-4.1049,3.48842
B,-4.01816,2.7223
B,-1.80783,1.59064
B,-1.65189,3.9238
B,-4.41806,1.66051
B,-3.38742,5.63832
B,-5.13313,-3.53937
B,-6.57721,-5.73039
B,3.50361,-0.1359
B,-4.97333,-4.29068
B,-4.34652,-5.827
B,-6.66368,-5.30114
B,-4.83188,-3.18026
B,-2.87937,2.61879
B,-4.1224,-5.87777
B,-3.69188,-6.43973
B,-3.66393,-5.92933
B,-6.25832,-6.17766
B,-5.17688,-3.80826
B,-6.2909,-5.46451
B,-2.45701,1.89922
B,-5.24781,-5.39174
B,-4.87122,-2.82582
B,-6.45963,-5.35986
B,-5.74443,-6.57035
B,2.13093,-5.40746
B,-1.55208,-0.1834
B,-4.23368,6.46848
B,-3.63898,-6.85717
B,-2.83332,5.28117
B,3.74398,-1.52605
B,-4.18981,-5.79748
B,-3.79469,-6.71181
B,-4.73054,-4.82137
B,-4.07643,5.06465
B,-5.24329,-4.95615
B,-6.15023,-5.36436
B,-6.04877,-5.32279
B,-5.00823,-4.95411
B,-4.63172,-6.02268
B,-5.57662,0.28289
B,-0.07087,4.15492
B,5.00782,-5.59006
B,-2.73095,1.4241
B,-3.75893,6.16295
B,-4.25301,4.19922
B,-5.47287,-6.79193
B,-4.99239,-2.35767
B,-2.89698,-5.64822
B,-5.81405,-5.42374
B,2.02362,-4.87232
B,3.5609,-0.41902
B,-4.93604,-4.78093
B,-3.5356,-6.94838
B,-4.21681,0.97056
B,4.59742,-5.27683
B,-4.78315,-5.37993
B,1.42888,-3.11963
B,-7.83363,1.98761
B,-2.47321,3.7716
B,-4.56306,-2.8364
B,-5.20244,-5.64173
B,-6.05001,-5.96316
B,-5.11549,-3.29801
B,4.83958,5.36146
B,-2.56252,-2.65278
B,4.10545,-0.00704
B,-4.55019,-0.85327
B,-3.91733,-5.89202
B,-0.28488,1.4324
B,4.11967,4.11737
B,-4.98892,-3.45528
B,-6.16929,-6.04337
B,-3.69,-6.83736
B,-4.34415,-6.22441
B,-1.31846,1.1129
B,-3.96176,-6.29484
B,-5.03529,-2.24329
B,-3.87225,2.3004
B,-3.64649,-6.80325
B,-3.78581,6.24634
B,-3.77944,4.96456
B,-4.71249,-5.03485
B,-4.04747,1.55469
B,-3.6575,-3.06893
B,-3.86389,-6.10245
B,-1.09054,3.50431
B,1.13578,-7.65952
B,2.10852,-7.219
B,-3.23052,-4.40025
B,-3.821,3.11307
B,-6.23648,-5.49269
B,3.07526,2.42648
B,1.50942,-0.79394
B,-3.95326,1.33926
B,-1.01305,1.53091
B,-4.41883,4.92463
B,4.60857,3.38123
B,-4.58767,-5.67499
B,-4.08747,-5.05797
B,1.44391,-0.55175
B,-5.50039,-4.60107
B,-4.0219,-5.96397
B,-4.04487,2.3099
B,-0.38661,5.15901
B,-4.9716,-2.09883
B,-4.54279,-4.47558
B,-4.30114,-4.95174
B,-3.58822,-3.34662
B,-4.30949,-4.78403
B,-4.70066,-5.77626
B,-3.35183,3.08491
B,-6.48596,-5.25853
B,-4.42266,5.44336
B,-5.31628,3.83547
B,-5.97875,-5.80506
B,-5.43793,-6.80932
B,-4.18778,3.55549
B,-6.40524,-5.53024
B,-1.11185,0.83297
B,-3.93878,4.28541
B,7.64454,-0.01948
B,0.18888,-3.11794
B,1.31084,5.36868
B,0.30154,-2.43076
B,-5.64217,-4.03859
B,-3.5705,-6.94435
B,-4.75361,-6.41153
B,5.76635,1.32043
B,-4.8599,-3.03113
B,1.40917,0.73979
B,-2.98771,3.50995
B,-6.09608,-5.93543
B,-4.91867,-1.82013
B,-3.93615,4.94625
B,-3.80252,5.68391
B,-3.95177,6.33095
B,-2.5521,2.49288
B,-4.65931,-6.61737
B,-4.50517,5.21163
B,-3.93241,1.09434
B,3.35763,-0.82852
B,-6.41596,-5.21893
B,1.31703,-5.84647
B,-5.02581,-2.29736
B,-2.08681,2.71232
B,-5.55302,0.12557
B,-4.02896,6.48396
B,-5.86895,-6.51623
B,-6.04221,-5.51289
B,-3.21091,5.99905
B,-1.8284,1.84789
B,-4.13741,-5.8324
B,-3.68191,6.37258
B,-4.08662,-1.92939
B,-6.13384,4.4202
B,-3.96007,-5.75607
B,-4.26385,-6.02262
B,-4.94739,-2.8151
B,0.86405,-1.45834
B,-5.14829,-3.77348
B,-5.05263,4.50276
B,-6.14312,-6.30047
C,-6.3446,-0.92624
C,-3.65968,-5.79894
C,-2.2032,2.28781
C,-1.26404,2.4867
C,-0.14479,6.58514
C,-7.70376,0.1727
C,-0.04363,-0.25161
C,-2.38641,1.50805
C,4.59623,-1.02693
C,-3.03215,-3.63849
C,3.37616,1.50112
C,4.93009,3.42024
C,5.09845,4.17345
C,-4.93874,-3.52723
C,0.703,7.58028
C,3.30177,-6.10954
C,1.20572,6.79185
C,-4.06569,-4.91701
C,6.28922,-3.38239
C,-2.95436,5.34488
C,6.58221,-0.68335
C,-4.88,-0.01201
C,-5.3129,-1.46259
C,-4.77128,-0.33548
C,1.15326,6.79944
C,-6.07432,-0.69553
C,6.57781,0.63205
C,6.17553,2.82158
C,2.94259,1.87849
C,2.98853,-6.8214
C,6.96825,1.98712
C,-5.14058,0.26567
C,-6.24642,-5.60916
C,-1.94995,4.28485
C,-2.10783,2.81187
C,0.29269,-0.77798
C,-0.56255,-2.02668
C,-3.04017,1.77325
C,6.55059,-2.38704
C,-3.9585,-6.38918
C,-3.24664,1.34575
C,-2.82085,1.15338
C,-3.10513,-5.54122
C,-1.01726,2.78632
C,7.14054,-0.85403
C,-4.24172,-5.50775
C,5.07678,1.60502
C,-6.623,-0.93763
C,-5.1526,0.62573
C,-1.46906,-1.38128
C,7.14567,1.39866
C,-0.58709,-2.00813
C,4.18882,-3.68227
C,4.55598,-2.86927
C,-4.10513,-6.03548
C,-7.51467,0.43177
C,3.00119,-2.48593
C,-3.34654,-4.54226
C,-1.88721,1.81718
C,-4.53084,-6.8952
C,3.59966,-3.83148
C,-5.95613,3.75882
C,-1.96781,-2.53416
C,-3.07032,0.60615
C,-2.28552,5.12682
C,4.3857,0.40558
C,2.12911,-4.6405
C,-1.53795,2.79338
